age,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,exam_score,gender_Male,gender_Other,extracurricular_participation_Yes
21,6.0,3.3,2.2,0,74.4,5.4,1.0,0,0,1,8,90.2,1,0,1
24,4.6,1.5,1.8,0,81.5,7.3,1.0,0,0,2,5,80.2,0,1,1
20,3.6,3.6,0.9,0,72.7,5.9,0.0,2,0,1,10,72.9,0,0,1
22,1.1,1.7,2.7,0,94.5,5.3,1.0,3,0,1,3,35.8,0,0,0
23,3.1,2.8,2.0,0,100.0,6.8,0.0,4,2,2,8,72.8,0,1,1
19,2.2,3.5,1.8,0,100.0,3.3,2.0,6,1,2,8,67.6,1,0,0
23,6.8,2.5,0.7,0,97.2,4.4,2.0,1,1,0,4,93.1,1,0,0
24,3.2,3.0,3.2,0,83.0,6.3,0.0,3,1,1,8,57.5,0,0,1
20,3.7,1.9,2.5,0,81.3,6.6,1.0,2,1,2,5,61.1,0,0,1
24,4.3,2.3,1.2,0,68.3,6.1,0.0,5,0,0,5,77.4,1,0,0
21,3.6,2.3,2.9,0,100.0,4.6,1.0,2,2,2,3,69.6,0,0,0
18,6.0,1.6,1.3,0,89.7,5.5,1.0,6,0,0,7,100.0,1,0,0
20,2.6,2.3,0.9,0,80.1,7.0,1.0,0,2,2,9,69.3,1,0,0
18,3.8,0.6,1.0,0,98.3,7.2,1.0,3,1,1,9,85.7,0,0,0
22,2.4,1.9,0.0,0,75.3,6.5,2.0,6,0,2,1,53.9,0,0,0
19,1.5,2.2,2.3,0,89.1,7.9,1.0,0,1,1,1,43.7,0,0,0
17,2.6,2.2,0.0,0,83.3,7.0,1.0,1,1,2,10,79.3,1,0,0
24,3.4,2.2,0.4,0,91.4,5.6,1.0,5,0,0,5,71.3,0,0,0
23,2.9,2.4,0.0,0,84.4,6.2,2.0,0,1,1,1,61.4,1,0,1
19,2.5,3.1,1.7,0,70.5,4.8,2.0,1,0,2,4,45.1,1,0,0
20,1.4,3.5,1.6,0,85.8,6.4,1.0,2,0,1,1,39.8,0,0,0
18,3.4,1.7,1.4,0,95.5,7.8,2.0,0,2,2,2,70.7,0,0,0
23,1.2,1.1,0.7,0,84.7,7.3,1.0,0,1,1,2,35.6,0,0,1
18,4.6,1.2,0.5,0,92.8,8.2,2.0,4,2,2,4,93.0,0,0,0
21,3.6,1.9,2.3,0,74.5,6.1,2.0,5,1,1,8,83.2,0,0,1
18,1.3,2.1,1.2,0,84.7,8.1,0.0,5,0,2,2,46.6,0,0,1
21,3.0,1.6,2.1,0,78.8,6.3,2.0,6,1,2,9,70.8,1,0,1
22,2.4,0.9,0.8,0,92.5,8.3,1.0,2,1,1,9,78.3,1,0,0
23,4.0,2.0,2.0,0,85.3,6.5,1.0,4,2,2,2,70.7,1,0,1
23,5.5,2.7,3.2,1,91.9,7.3,1.0,6,0,2,1,82.6,1,0,0
17,0.7,3.2,2.4,0,95.9,8.3,2.0,1,2,1,10,50.3,0,0,1
20,3.7,1.8,1.3,0,91.9,6.3,1.0,6,2,2,10,80.9,0,0,0
21,3.3,2.0,2.1,0,87.7,6.8,0.0,1,1,0,9,75.4,1,0,1
17,4.5,1.4,1.5,0,75.0,8.0,2.0,2,2,2,2,83.7,1,0,1
18,3.8,2.5,1.8,0,85.0,6.3,0.0,5,0,1,8,76.8,0,0,0
18,2.4,1.5,1.4,0,79.7,4.9,0.0,1,2,0,3,45.8,1,0,0
17,3.0,3.2,1.6,0,81.6,9.1,1.0,2,1,1,1,58.4,0,0,1
23,2.3,0.4,2.0,0,81.3,5.9,1.0,6,0,2,1,70.3,0,0,1
18,5.1,2.1,0.7,1,75.2,6.7,1.0,1,2,2,10,99.4,0,0,1
24,3.5,2.9,0.7,0,65.4,7.9,0.0,3,0,2,2,62.9,0,0,0
22,6.4,2.7,0.3,1,78.3,5.8,2.0,0,0,1,7,98.0,0,0,0
22,3.4,5.7,0.0,0,86.9,5.3,2.0,6,1,0,6,74.7,1,0,0
24,2.4,2.9,0.5,0,71.5,6.8,1.0,5,0,2,2,50.4,0,0,1
17,1.2,1.3,2.0,0,85.2,4.3,1.0,6,0,2,4,49.4,0,0,0
24,0.8,2.4,0.8,0,100.0,6.2,1.0,3,1,1,2,35.3,1,0,1
21,1.1,0.4,2.4,1,95.2,6.8,2.0,2,0,1,1,46.3,0,0,1
21,3.9,2.4,1.8,0,100.0,6.2,0.0,2,0,1,3,68.4,0,0,0
17,4.3,1.5,0.0,0,88.9,4.6,0.0,6,0,1,4,84.2,0,0,0
24,1.1,3.6,2.5,0,96.7,8.4,2.0,3,0,2,10,54.6,0,0,1
21,4.8,1.8,2.7,0,77.8,6.6,1.0,6,1,1,5,88.0,0,0,0
23,2.8,2.4,0.7,0,78.6,8.2,1.0,0,1,2,5,61.5,0,0,0
24,3.7,1.7,2.3,1,57.6,6.2,2.0,0,2,1,7,75.7,0,0,0
23,5.9,4.6,0.9,0,96.9,5.4,2.0,4,1,1,10,100.0,0,0,0
21,4.8,2.1,1.9,0,100.0,6.8,1.0,1,0,2,8,82.6,0,0,0
22,3.1,4.7,0.4,0,79.5,6.2,2.0,4,2,2,9,71.5,0,0,0
21,2.2,3.5,0.0,0,82.5,5.1,0.0,0,1,1,7,57.6,0,0,0
23,0.3,3.1,1.4,1,77.5,8.3,2.0,3,1,2,5,36.1,1,0,0
19,2.4,2.9,1.7,0,88.8,5.8,1.0,1,1,1,9,67.4,0,0,1
20,3.2,3.0,1.4,1,96.2,4.3,2.0,3,2,2,8,74.8,0,0,0
18,2.0,0.2,0.5,0,67.6,8.1,2.0,4,1,1,10,73.6,1,0,1
24,3.3,2.2,1.4,0,89.1,5.9,2.0,2,0,2,9,79.5,0,0,1
19,3.6,3.5,2.1,0,82.2,5.8,2.0,3,1,0,10,62.5,1,0,0
21,3.2,2.4,1.8,0,86.1,4.4,1.0,4,0,1,8,76.3,1,0,1
22,2.5,0.8,2.0,0,89.6,8.6,1.0,4,0,2,6,75.6,0,0,0
17,3.8,2.4,1.1,0,83.1,5.0,1.0,4,0,2,4,64.4,1,0,0
21,4.2,4.5,3.1,0,84.0,6.6,2.0,2,0,1,9,75.3,0,0,0
22,1.9,4.0,0.5,1,82.9,7.6,2.0,2,0,1,9,50.4,0,0,1
20,5.6,2.4,2.3,0,94.7,7.0,1.0,6,0,1,10,100.0,0,0,1
21,3.4,3.6,3.1,0,89.2,6.4,2.0,2,1,2,10,76.4,1,0,0
23,3.5,2.1,2.3,0,87.2,4.5,2.0,1,1,2,9,69.9,1,0,0
17,4.6,0.5,1.6,0,72.3,5.5,2.0,2,2,2,10,88.9,0,0,1
22,3.8,1.4,1.2,0,81.2,6.7,2.0,2,0,1,3,70.4,0,1,1
22,4.9,4.4,2.9,0,94.0,5.6,1.0,2,1,2,3,69.4,0,0,0
22,3.9,2.2,0.2,0,85.4,6.7,0.0,3,2,1,6,84.9,1,0,1
20,2.6,2.2,0.7,0,91.6,7.3,0.0,2,0,0,6,63.6,0,0,0
21,4.0,2.1,1.4,0,100.0,7.7,1.0,1,1,2,6,82.2,0,0,0
20,1.8,4.8,3.2,0,95.4,5.0,2.0,4,1,2,5,37.4,0,0,0
24,3.7,4.5,2.2,0,85.9,9.1,2.0,3,0,2,5,73.8,1,0,0
18,3.5,5.2,0.7,1,79.9,7.4,2.0,0,2,2,2,53.4,0,0,1
18,3.2,2.3,1.5,0,59.5,6.5,2.0,2,1,2,7,64.2,0,0,0
24,3.3,2.9,1.1,0,83.3,7.8,0.0,6,0,2,4,70.4,0,1,0
21,0.7,0.7,1.0,0,81.7,9.3,0.0,6,0,1,3,51.5,1,0,0
23,2.7,4.3,2.9,0,88.9,4.8,0.0,4,0,1,8,53.4,0,0,0
20,3.6,1.1,0.3,1,83.5,6.2,1.0,4,0,2,4,77.2,0,0,0
17,3.7,2.8,3.6,0,81.8,3.6,1.0,3,1,2,4,59.8,1,0,1
22,2.0,1.2,2.7,0,67.2,6.7,0.0,6,1,1,8,55.4,0,0,0
22,5.4,1.8,3.0,1,75.6,6.9,1.0,0,0,1,1,69.9,0,0,0
21,2.2,1.5,1.3,1,89.8,6.5,0.0,5,2,1,9,71.6,1,0,0
23,5.0,1.8,1.6,0,100.0,5.7,2.0,6,0,0,7,92.9,1,0,0
18,4.1,1.9,0.2,0,84.0,4.0,1.0,6,0,2,2,72.4,0,0,0
18,2.5,1.8,1.2,1,88.3,6.9,1.0,1,0,1,6,70.5,1,0,0
22,6.2,3.5,2.3,0,94.5,8.2,1.0,5,1,2,8,100.0,0,0,0
21,1.7,1.2,3.2,0,76.9,5.8,2.0,4,0,1,5,37.4,1,0,1
20,4.9,2.8,0.6,0,88.7,7.0,1.0,5,0,1,6,88.7,0,0,0
18,5.0,4.0,1.4,0,77.6,4.6,1.0,6,0,0,10,88.6,1,0,0
20,2.5,1.9,1.6,0,93.6,7.0,2.0,4,1,2,8,68.5,0,0,0
23,5.6,1.6,0.3,0,86.5,6.0,1.0,5,2,2,6,100.0,0,1,0
18,3.1,2.2,2.5,0,88.0,5.6,2.0,4,0,2,9,66.9,0,1,0
18,3.9,3.9,1.0,0,77.2,5.6,1.0,4,0,0,9,71.5,0,0,0
19,3.9,2.7,1.6,0,92.1,6.0,1.0,3,1,1,9,77.8,1,0,0
18,3.3,1.9,1.3,0,100.0,7.0,0.0,0,1,0,6,67.7,0,0,1
24,4.7,3.1,0.9,0,74.9,4.9,2.0,4,0,1,9,96.4,1,0,1
17,4.7,1.2,1.8,0,81.6,6.0,1.0,1,2,2,3,83.1,1,0,0
24,0.9,3.3,1.6,1,87.3,6.5,0.0,6,1,2,5,37.9,1,0,0
21,5.5,3.0,1.4,0,92.9,5.2,1.0,6,0,2,2,76.3,0,0,1
21,1.0,2.1,1.0,0,79.4,8.7,1.0,1,1,1,8,52.6,0,0,1
20,5.0,1.5,2.2,0,56.7,5.5,0.0,2,2,1,4,83.6,0,0,0
24,5.2,1.4,3.6,0,98.6,5.7,2.0,4,1,1,6,92.0,1,0,0
24,1.9,3.1,2.0,0,92.6,5.3,2.0,4,0,0,6,53.2,1,0,0
24,2.9,4.0,2.9,0,67.6,8.7,0.0,4,0,2,5,56.4,0,1,1
23,1.8,1.7,0.3,0,78.9,7.2,1.0,5,0,2,1,58.1,1,0,0
18,3.2,3.1,2.0,0,100.0,5.4,2.0,4,0,1,7,70.9,1,0,0
17,3.0,0.0,0.6,1,99.5,7.8,1.0,4,1,1,10,98.7,1,0,0
20,4.7,1.8,0.2,1,94.4,6.7,1.0,1,1,2,8,83.3,0,0,0
24,5.5,2.5,1.0,0,83.2,6.8,1.0,0,1,2,1,80.6,0,0,1
24,5.6,1.4,3.1,0,85.8,6.1,2.0,0,2,2,10,91.3,1,0,0
19,2.7,1.4,2.8,0,83.7,5.6,2.0,2,0,1,7,63.5,1,0,1
20,3.2,1.7,2.1,1,96.3,6.9,2.0,1,2,1,4,66.3,0,0,1
24,1.0,2.9,0.1,0,76.2,5.8,0.0,4,1,2,6,49.9,0,0,0
20,2.3,2.3,1.6,1,76.9,8.7,1.0,0,0,2,9,68.9,1,0,0
18,4.9,0.0,2.1,1,95.1,5.0,2.0,3,1,1,5,94.2,0,0,0
19,5.9,0.0,2.0,1,84.6,8.3,0.0,3,0,2,8,100.0,1,0,0
20,1.6,1.8,0.0,0,98.8,6.4,2.0,3,1,2,5,58.6,1,0,0
17,2.6,3.0,0.8,0,78.3,6.9,2.0,4,1,1,2,53.2,0,0,0
17,3.5,0.0,1.7,0,84.5,7.5,0.0,4,0,1,4,70.5,1,0,1
21,3.9,1.9,2.4,0,75.8,5.7,2.0,2,1,1,2,64.0,0,0,0
19,2.3,1.9,0.0,1,85.1,7.5,1.0,6,1,0,7,77.4,1,0,1
19,4.1,4.2,1.6,0,70.2,3.3,2.0,2,0,2,7,57.4,1,0,0
21,2.8,2.0,2.0,0,80.1,5.6,1.0,2,0,1,3,59.9,0,1,1
20,3.5,3.0,2.7,0,70.6,5.4,1.0,5,0,2,7,66.7,1,0,0
19,4.3,2.7,2.6,1,91.9,5.0,2.0,3,1,2,1,58.4,0,0,0
17,3.5,0.0,2.4,0,92.2,6.2,2.0,4,2,0,1,63.6,1,0,0
17,2.8,3.4,0.9,0,67.7,7.0,0.0,3,2,1,9,62.6,1,0,0
24,3.3,2.8,0.0,0,98.3,7.3,1.0,2,1,2,6,70.6,1,0,0
18,3.4,3.1,1.4,0,100.0,6.8,0.0,4,1,2,5,75.2,0,0,0
19,2.9,7.2,2.9,1,85.5,5.7,1.0,1,0,2,6,50.1,1,0,0
20,3.1,0.0,3.3,0,78.6,6.9,1.0,0,1,1,6,72.8,0,0,0
21,5.9,4.6,2.6,1,100.0,6.6,1.0,0,0,1,1,72.7,1,0,1
21,4.3,2.2,2.3,0,71.8,7.6,1.0,2,0,2,5,76.0,0,1,1
20,3.1,2.8,2.2,0,85.2,7.4,0.0,6,1,2,9,74.1,1,0,1
23,4.5,2.4,1.2,1,86.8,6.5,0.0,3,0,1,4,79.0,0,0,1
22,3.0,2.0,1.7,0,98.5,5.4,0.0,1,1,2,3,51.3,0,0,0
18,5.3,1.8,3.6,0,88.6,5.7,1.0,4,1,1,1,71.0,0,0,1
21,4.1,2.9,0.8,1,80.0,5.8,2.0,6,0,2,2,76.4,0,0,1
19,3.3,0.7,3.6,0,75.5,6.1,0.0,3,0,2,3,52.6,0,0,1
18,4.2,3.4,1.4,0,81.6,6.8,2.0,2,2,1,4,74.0,0,0,0
19,1.1,2.0,3.3,0,74.9,7.4,2.0,3,1,2,7,42.6,1,0,0
23,1.8,1.1,0.3,0,85.5,6.4,2.0,2,0,1,6,49.8,1,0,0
17,1.7,2.0,2.4,0,79.4,6.5,2.0,5,0,1,8,45.7,0,0,0
18,3.7,4.0,1.0,0,70.1,6.7,2.0,0,1,0,9,77.2,0,0,1
24,6.1,1.9,0.2,0,97.6,5.9,0.0,6,1,0,6,98.5,0,0,0
21,6.8,2.9,2.0,0,80.0,5.4,1.0,0,0,1,7,96.2,0,0,0
18,4.5,1.6,2.9,1,72.3,4.4,2.0,3,0,2,4,71.3,1,0,1
18,4.3,3.4,0.9,0,83.3,5.7,1.0,1,2,2,2,59.2,1,0,0
18,0.8,3.3,0.2,0,85.7,7.1,2.0,4,1,0,9,51.8,0,0,0
22,2.7,4.7,1.7,1,67.5,5.7,0.0,2,2,2,9,59.3,1,0,0
18,2.3,2.3,1.7,0,88.3,6.2,2.0,4,1,2,4,58.5,1,0,0
19,2.6,3.3,2.4,0,74.5,7.1,1.0,0,2,2,3,44.5,0,0,1
17,3.2,2.6,2.8,0,100.0,7.1,1.0,1,0,2,10,75.4,1,0,1
23,2.8,4.1,1.7,1,90.2,5.2,1.0,1,1,1,6,54.9,0,0,1
20,0.5,1.6,3.8,1,81.0,7.7,2.0,4,0,1,3,30.2,1,0,1
18,4.6,3.4,2.0,0,77.5,7.9,2.0,0,1,2,1,71.8,0,0,1
21,1.9,2.3,1.4,0,84.0,5.1,1.0,4,0,0,4,51.8,1,0,0
18,3.9,2.4,0.0,1,91.1,5.5,2.0,3,0,0,1,59.5,1,0,1
21,6.6,2.6,1.5,0,84.7,7.9,1.0,1,2,0,2,96.6,1,0,0
19,2.1,2.8,1.4,1,82.8,6.3,0.0,1,2,1,3,44.1,1,0,0
21,0.0,2.4,2.9,0,85.6,3.8,0.0,3,0,1,8,30.5,1,0,0
24,3.1,2.8,2.3,0,79.0,4.8,0.0,0,1,1,10,63.7,1,0,0
20,5.2,4.4,0.5,0,81.6,6.2,1.0,1,0,0,4,74.0,0,0,0
17,6.4,3.7,2.0,0,64.1,5.1,1.0,6,0,2,4,98.8,1,0,0
21,1.7,3.5,2.5,0,94.7,6.0,2.0,5,1,2,10,53.0,0,0,0
21,4.2,2.0,3.5,0,88.0,6.5,2.0,5,0,1,9,84.6,0,0,0
17,2.8,1.4,2.8,0,77.3,8.3,0.0,5,2,0,7,73.0,0,0,0
20,3.3,3.6,2.6,0,100.0,6.2,1.0,2,0,0,2,57.1,1,0,1
18,7.5,3.6,1.9,1,85.9,7.8,1.0,6,1,1,3,100.0,0,0,0
21,1.2,4.3,2.2,0,74.6,8.2,1.0,2,1,1,4,36.2,1,0,0
17,3.9,1.8,3.2,0,93.6,8.2,0.0,0,0,1,4,65.6,1,0,0
24,4.2,2.2,0.3,1,89.0,6.8,0.0,3,0,2,10,87.5,0,1,1
24,5.1,0.5,1.4,0,88.9,4.1,2.0,4,1,1,8,100.0,1,0,0
19,3.6,2.0,1.0,1,80.7,7.1,2.0,6,1,1,10,85.6,0,0,0
17,4.0,3.7,2.2,0,89.5,7.8,0.0,0,0,1,10,89.4,0,0,1
19,2.9,1.9,3.2,0,82.4,6.4,1.0,4,1,2,6,66.9,0,0,0
24,3.9,3.3,1.1,1,90.6,8.6,1.0,0,0,2,3,56.0,0,0,0
20,3.0,2.3,0.0,0,66.0,7.5,2.0,2,0,2,9,77.9,1,0,0
18,4.4,2.9,1.3,0,80.7,7.2,1.0,5,0,2,10,91.3,1,0,0
17,2.9,1.1,2.8,0,100.0,7.8,0.0,3,0,1,8,68.4,0,0,0
23,4.1,2.6,2.4,0,77.3,6.9,2.0,2,1,1,9,85.3,1,0,0
24,3.5,0.0,2.3,0,79.0,3.5,1.0,3,1,2,5,64.4,1,0,1
24,5.2,2.3,1.5,0,80.5,5.9,1.0,6,2,0,3,82.8,1,0,0
23,3.4,0.5,0.4,0,72.9,7.9,1.0,4,1,2,4,78.0,1,0,0
22,0.8,3.9,2.4,0,62.9,5.5,1.0,0,2,2,5,31.5,1,0,0
24,5.4,3.4,0.9,0,82.7,6.2,1.0,1,1,2,9,92.3,1,0,0
21,2.1,3.1,4.2,0,86.4,5.2,1.0,1,1,0,9,50.1,0,0,1
20,2.5,4.3,2.4,0,84.5,8.6,1.0,3,2,2,3,49.4,0,0,0
17,2.6,1.4,1.2,0,83.6,8.5,0.0,5,1,1,7,80.3,0,0,0
23,5.6,4.6,1.1,0,85.4,5.4,2.0,5,0,0,6,89.7,1,0,1
21,0.3,3.6,1.7,0,95.2,6.7,0.0,3,1,1,4,33.6,1,0,1
23,8.2,2.2,1.5,0,83.1,5.7,0.0,2,2,2,5,100.0,1,0,1
17,5.1,3.9,3.0,0,79.3,7.2,2.0,1,1,1,10,90.6,0,0,0
19,3.8,1.2,2.0,0,82.2,7.1,2.0,2,1,1,2,66.3,0,0,1
17,3.4,1.5,1.0,0,90.8,7.5,2.0,4,1,0,7,86.1,1,0,1
22,3.9,1.8,3.9,0,99.1,6.9,1.0,1,2,2,4,65.5,0,0,0
17,4.3,1.9,1.9,0,78.7,10.0,1.0,4,0,2,2,82.9,1,0,0
17,4.5,1.2,2.6,0,86.0,5.3,2.0,0,1,2,6,76.3,0,0,1
22,4.3,4.0,1.1,1,88.4,4.4,2.0,2,0,1,2,59.0,0,0,1
20,3.6,2.2,2.2,0,75.1,6.0,1.0,3,1,1,10,76.1,0,0,1
24,3.2,2.9,2.1,0,85.2,4.6,2.0,1,1,2,2,40.3,0,0,1
17,3.3,1.8,0.0,0,70.3,4.7,0.0,2,0,1,7,65.2,0,0,1
22,3.2,0.3,4.0,1,67.3,5.3,2.0,3,0,2,1,43.9,1,0,0
21,5.2,2.8,3.2,0,88.7,5.4,2.0,0,1,2,7,89.5,0,0,1
19,4.4,0.2,1.4,0,81.2,5.4,2.0,1,0,1,10,80.7,1,0,0
19,0.0,2.4,0.6,1,87.0,7.1,2.0,4,0,1,5,53.0,0,0,0
17,4.5,0.9,2.2,0,84.8,5.9,2.0,0,1,2,1,70.6,0,0,0
20,3.8,4.9,1.9,0,75.2,6.3,0.0,5,0,1,6,65.5,0,0,0
20,3.5,3.6,2.2,0,84.5,7.6,1.0,3,0,1,7,75.1,1,0,0
21,2.9,2.6,2.0,0,72.7,5.6,0.0,1,2,2,1,43.5,0,0,0
17,5.2,4.0,2.4,0,98.9,6.2,1.0,1,0,1,9,80.6,0,0,0
19,4.9,1.5,3.4,0,71.4,6.9,2.0,6,0,2,7,88.2,0,0,1
20,2.3,3.2,2.4,0,83.0,4.2,1.0,6,1,0,1,48.5,1,0,1
17,4.1,2.7,0.6,0,74.6,3.6,1.0,0,1,2,3,67.3,1,0,0
23,2.0,2.8,3.3,0,90.7,6.9,1.0,1,2,0,5,50.7,1,0,0
20,1.4,4.0,3.6,0,81.7,7.1,2.0,3,2,0,4,35.4,1,0,0
22,2.6,3.4,5.3,0,79.8,9.0,0.0,0,1,2,2,49.1,0,0,0
23,4.8,2.8,0.6,0,93.5,6.7,1.0,4,0,2,1,85.4,1,0,0
24,4.9,0.5,2.1,0,85.3,7.5,0.0,0,0,1,4,83.9,0,1,0
20,4.3,1.3,0.0,1,90.2,6.3,2.0,0,0,1,7,90.4,1,0,0
19,4.6,2.4,2.4,0,75.2,6.9,0.0,4,0,2,4,87.8,1,0,0
18,4.3,2.6,1.2,0,71.0,8.5,2.0,5,1,1,9,87.5,0,0,0
23,2.5,1.1,3.9,0,86.1,4.0,1.0,6,1,2,8,58.2,0,0,0
24,4.1,5.4,0.9,0,81.8,7.0,0.0,3,0,2,8,73.2,0,0,1
21,4.7,4.3,0.0,0,91.3,9.1,2.0,5,1,2,5,83.5,0,0,0
21,4.6,3.2,1.3,0,84.2,6.8,0.0,5,0,1,1,77.6,0,0,1
19,5.3,2.6,0.0,1,87.1,8.5,1.0,5,0,1,9,98.4,1,0,1
20,4.6,2.2,2.6,0,68.8,5.7,0.0,6,1,2,2,78.5,0,1,0
17,4.0,1.4,0.0,1,100.0,6.5,1.0,2,0,0,6,81.1,0,1,1
20,5.1,2.6,1.8,0,83.4,6.5,1.0,6,0,1,10,100.0,0,0,0
19,3.5,2.8,0.0,0,92.0,3.8,1.0,5,0,0,5,58.7,1,0,1
21,2.2,1.0,1.4,0,76.6,5.1,0.0,2,0,0,10,62.6,0,0,0
20,3.3,2.9,3.6,0,88.1,5.2,1.0,4,1,1,8,60.3,1,0,1
21,2.4,2.3,2.2,0,72.0,7.5,2.0,6,2,1,3,63.9,1,0,0
23,2.5,0.2,0.9,1,89.5,7.5,2.0,3,0,2,6,80.0,1,0,1
24,3.3,1.5,1.8,1,81.4,6.9,1.0,5,0,1,6,62.6,1,0,0
17,2.3,2.0,1.8,0,85.3,7.5,1.0,1,1,1,10,71.4,0,0,0
23,3.0,4.8,2.3,1,92.0,6.3,1.0,4,2,0,3,60.6,0,0,0
21,0.7,3.2,0.3,1,72.7,7.9,1.0,2,0,2,7,47.2,0,0,1
21,3.8,0.9,2.5,0,78.2,6.5,0.0,6,0,1,4,78.1,1,0,1
18,3.5,3.1,0.0,0,89.6,6.6,1.0,3,1,2,5,75.5,1,0,1
18,2.3,0.6,1.1,0,100.0,6.2,1.0,0,1,2,9,73.5,1,0,0
23,4.5,3.8,1.3,0,83.6,7.3,1.0,3,0,0,6,74.6,0,1,0
22,4.9,1.9,2.5,0,90.9,6.0,1.0,3,1,1,10,98.7,1,0,0
23,1.1,2.4,1.8,0,83.9,7.7,2.0,5,0,1,4,49.2,0,0,1
18,2.4,4.1,0.3,0,100.0,5.1,0.0,5,1,2,8,67.4,0,0,0
21,2.3,1.0,0.7,0,67.5,5.2,2.0,6,1,2,9,72.5,1,0,0
19,2.1,0.8,2.0,0,85.9,7.3,2.0,6,2,2,10,68.4,0,0,1
23,4.7,1.8,1.7,0,68.7,6.4,1.0,2,0,1,5,70.0,0,0,0
21,3.2,3.7,1.2,0,59.9,6.0,1.0,6,0,2,2,56.1,0,0,0
19,3.1,0.7,1.3,1,88.0,7.6,1.0,2,0,0,6,81.5,0,0,1
19,0.5,0.0,2.6,1,86.4,5.8,0.0,5,2,0,8,45.0,1,0,1
18,4.5,2.0,1.2,1,82.2,6.3,1.0,5,0,2,5,84.4,1,0,1
23,1.6,3.2,1.7,0,83.9,8.2,2.0,1,0,2,1,36.8,0,0,0
20,3.6,3.9,4.2,0,100.0,8.3,0.0,1,0,0,8,65.6,0,0,1
17,3.9,1.9,0.2,0,82.4,8.4,1.0,4,1,0,9,93.5,1,0,1
18,5.5,2.0,0.0,0,90.1,6.2,2.0,5,0,0,1,93.7,0,0,0
18,1.5,3.9,2.7,0,78.5,8.0,2.0,0,0,0,8,42.3,0,0,1
20,0.0,0.3,1.1,1,88.0,5.4,1.0,1,0,1,10,53.3,0,0,1
17,3.8,2.0,1.4,0,82.6,5.4,2.0,2,2,2,2,65.9,1,0,0
21,6.2,2.7,0.9,0,80.9,3.7,1.0,3,1,2,4,87.9,0,0,1
22,5.4,3.0,1.5,0,100.0,8.5,0.0,6,1,2,2,94.5,0,0,0
23,3.8,1.9,3.6,0,96.8,5.5,1.0,6,2,2,2,77.8,1,0,0
22,2.8,2.5,2.7,1,86.4,6.3,1.0,4,2,1,10,74.6,1,0,0
21,4.7,0.0,2.7,1,62.0,5.4,2.0,1,0,2,3,67.5,0,1,0
24,2.0,1.7,0.2,1,81.4,7.3,0.0,3,2,2,8,66.5,1,0,1
18,4.2,3.0,0.5,0,100.0,6.0,1.0,3,0,1,4,78.4,0,0,0
17,4.3,1.3,0.0,0,82.7,4.9,1.0,1,0,2,7,84.9,0,0,0
18,5.1,2.6,0.9,0,96.0,7.0,1.0,0,2,1,10,96.6,1,0,0
19,7.6,3.0,2.9,0,99.4,4.8,0.0,0,0,2,3,100.0,0,0,0
18,4.1,2.1,2.4,0,87.2,5.5,1.0,4,0,2,10,83.1,1,0,0
18,2.7,2.7,1.6,0,76.6,4.0,2.0,0,0,1,3,36.9,0,0,0
21,3.5,1.3,1.8,1,60.6,4.8,1.0,4,1,2,2,60.0,1,0,0
21,0.8,2.3,1.0,0,91.8,6.7,1.0,2,0,0,6,44.3,0,0,0
21,2.5,3.2,2.0,0,76.9,4.1,1.0,1,1,2,6,41.6,1,0,0
22,2.9,2.7,2.6,1,86.8,4.7,1.0,3,2,1,1,45.5,1,0,0
19,2.7,1.8,0.0,0,72.5,6.5,1.0,4,1,0,7,68.2,0,1,0
24,3.7,2.8,2.1,0,82.3,5.8,2.0,6,0,1,4,75.5,1,0,0
24,2.3,3.4,2.8,0,85.3,8.9,2.0,0,2,2,3,40.9,0,0,0
21,5.2,0.0,1.3,0,87.7,8.7,1.0,6,0,0,8,100.0,1,0,0
17,3.5,3.9,2.6,0,73.9,5.5,1.0,4,0,2,2,65.6,0,0,1
22,3.5,2.1,4.9,0,97.0,7.2,2.0,5,0,0,9,75.9,1,0,0
20,3.0,3.0,1.7,1,79.0,7.4,1.0,4,1,2,8,69.8,0,1,1
17,3.7,3.9,2.2,1,68.3,5.8,1.0,0,0,2,8,66.6,1,0,0
23,4.7,0.9,1.0,1,83.9,4.7,1.0,5,0,1,3,84.5,1,0,0
23,2.2,1.6,2.0,1,85.3,6.5,2.0,5,0,1,4,65.6,1,0,1
17,2.5,2.2,2.3,0,86.6,6.3,1.0,0,0,2,2,46.8,1,0,0
21,3.0,1.6,2.0,0,98.6,6.0,2.0,5,1,2,2,67.7,0,0,0
20,1.5,4.6,0.7,1,82.6,7.0,2.0,1,1,2,4,45.4,1,0,1
20,2.3,1.5,2.0,0,83.8,5.6,1.0,3,1,1,6,57.0,0,0,0
22,2.8,1.8,3.4,1,74.0,5.1,2.0,6,0,1,5,58.4,1,0,0
20,4.8,2.7,2.3,0,93.2,6.6,2.0,1,0,2,1,70.8,1,0,1
23,3.9,1.1,2.9,0,86.8,7.0,1.0,1,2,1,10,75.7,0,0,0
19,3.8,2.0,1.5,0,80.8,5.1,0.0,0,0,1,1,55.7,0,0,0
21,4.8,2.9,2.6,0,66.0,7.6,0.0,0,2,1,6,82.1,1,0,1
